messageid,Fulltext,Sender,SenderType,timeReceived,MainText,Url,Subdomain,Domain,TLD,RedirectedURL,Detected,Malicious,Phishing,Suspicious,Malware,Brand,URL Subcategory,Message Categories,FullyQualifiedDomain,Domain Registrar,Domain Creation Date,Domain Last Update
58,"<
11:25
https://
:
+1 (346) 504-1114 >
Text Message
Mon, Apr 25, 9:28 AM
saveonautocoverage3.me/
O
1nhQEbD4FaH6
We may owe you as much as
779.04. A new finding may have
caused us to charge you too
much last year. Your savings is
ready -
A Text Message
?",+1 (346) 504-1114,Phone Number,"05/18/2022, 18:27:05",https://saveonautocoverage3.me/1nhQEbD4FaH6 We may owe you as much as 779.04. A new finding may have caused us to charge you too much last year. Your savings is ready - ,https://saveonautocoverage3.me/1nhQEbD4FaH6,,saveonautocoverage3,me,,0,0,0,0,0,,Random Domain,Finance/Crypto,saveonautocoverage3.me,"NameCheap, Inc.",4/25/2022,4/25/2022
59,"11:00
<
O°
9
gxfcljd@163.com >
This is the Novel Coronavirus
insurance service based on the
current outbreak. The premium
for COVID-19 insurance is
$1,000. If you are diagnosed
with COVID-19, you can get a
lump sum of $30,000. In the
case of home isolation or
hospital isolation, you can get
$300 per day for up to 21 days
to consult
Whatsapp:4423798151
¡Message
Today 10:55 AM
4.
The sender is not in your contact list.
Report Junk
iMessage
A O
Pay
•11•",gxfcljd@163.com,Email To Text,"05/19/2022, 23:41:51","This is the Novel Coronavirus insurance service based on the current outbreak. The premium for COVID-19 insurance is $1,000. If you are diagnosed with COVID-19, you can get a lump sum of $30,000. In the case of home isolation or hospital isolation, you can get $300 per day for up to 21 days to consult Whatsapp:4423798151 ",,,,,,,,,,,Whatsapp,,Finance/Crypto,,,,
61,"8:07
1
O°
8
fogduj93299@outlook.com >
Cloud mining platform: https://
usdt777.vip
Copy the website browser and
open the registration to get
$100 for free, which will be
credited to the account in
seconds. Participating in cloud
mining can earn around
$300-800 per day. Permanent
income is guaranteed and risk-
free! Invite your friends to join
and get great rewards
4.
iMessage
Today 8:07 PM
The sender is not in your contact list.
Report Junk
iMessage
A O
Pay
.l
•11•",fogduj93299@outlook.com,Email To Text,"05/19/2022, 23:54:01","Cloud mining platform: https://usdt777.vip Copy the website browser and open the registration to get $100 for free, which will be credited to the account in seconds. Participating in cloud mining can earn around $300-800 per day. Permanent income is guaranteed and risk free! Invite your friends to join and get great rewards ",https://usdt777.vip,,usdt777,vip,,0,0,0,0,0,,Random Domain,Finance/Crypto,usdt777.vip,Go China Domains Inc,3/21/2022,3/21/2022
62,"Text Message
Thu, Apr 7, 5:12 PM
+1 (628) 688-7254
Free Msg: Your bill is paid for
March. Thanks, here's a little gift
consensuscelebrated.com/
for you:
5hTSjydwTh",+1 (628) 688-7254,Phone Number,"05/21/2022, 06:14:47","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: consensuscelebrated.com/5hTSjydwTh",consensuscelebrated.com/5hTSjydwTh,,consensuscelebrated,com,,8,1,7,0,0,,Random Domain,Advertisement,consensuscelebrated.com,Hosting Concepts B.V. ,4/6/2022,4/6/2022
65,"8
8
+1 216-434-3987
+1 216-434-3987
+1 216-434-3987
CITI Alerts - We have blocked access to your
debit card due to unusual activity. Verify your
details at citi-actvity.org",+1 216-434-3987,Phone Number,"05/22/2022, 01:08:56",CITI Alerts - We have blocked access to your debit card due to unusual activity. Verify your details at citi-actvity.org,citi-actvity.org,,citi-actvity,org,https://citi-actvity.org/,9,2,7,0,0,CITI,Random Domain,Account Alert,citi-actvity.org,,,
66,"Verizon
6:04 PM
O
53789546754489784327@ngf6rte.vc90zsx.... >
Text Message
Today 6:03 PM
(DiscoverCard_Customer Servi
ce#2627457643) You have a
pending issue. please visit:
http://
r2s9hq82ne.mmnrxeqmcv.nikx
c.org to resolve it.
A Text Message
A
*Pay
@ 100%
?
?",53789546754489784327@ngf6rte.vc90zsx,Email To Text,"05/25/2022, 01:08:28",(DiscoverCard_Customer Servi ce#2627457643) You have a pending issue. please visit: http://r2s9hq82ne.mmnrxeqmcv.nikxc.org to resolve it.,http://r2s9hq82ne.mmnrxeqmcv.nikxc.org,"r2s9hq82ne, mmnrxeqmcv",nikxc,org,,0,0,0,0,0,Discover Card,Deceptive subdomain,Advertisement,r2s9hq82ne.mmnrxeqmcv.nikxc.org,"Namesilo, LLC",3/3/2022,5/13/2022
67,"12:16
<
op
chaieamimondona11@hotmail.com>
O° A
Text Message
Yesterday 9:46 PM
sexyjessie.us..*
Text Message
:",chaieamimondona11@hotmail.com,Email To Text,"05/26/2022, 05:19:20",sexyjessie.us..*,sexyjessie.us,,sexyjessie,us,,1,1,0,0,0,,Random Domain,Advertisement,sexyjessie.us,"NameCheap, Inc.",5/25/2022,5/25/2022
68,"<
+63 961 978 3405
last seen today at 12:01 PM
Wed, May 11
Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.
Tap to learn more.
Hi Andrew, this is Cess and this is
my new number, Im here in the
philippines now so text me back
when you receive my message
because im not quiet sure if i get
your number right.
4:52 AM
+
Fri, May 20
im sorry i got the wrong number i
hope i didnt bother you
8:52 AM
This sender is not in your contacts.
Block
Add to Contacts
Report",+63 961 978 3405,Phone Number,"05/27/2022, 19:20:20","Hi Andrew, this is Cess and this is my new number, Im here in the philippines now so text me back when you receive my message because im not quiet sure if i get your number right.  im sorry i got the wrong number i hope i didnt bother you 8:52 AM",,,,,,,,,,,,,Wrong Number/Romance Scam,,,,
69,"<
+1 (818) 570-0699
Tue, May 17
Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.
Tap to learn more.
0
Hi Jim, I need a lot of precious
metal raw materials for the project
at hand recently, can you give me a
price list?
11:22 AM
This sender is not in your contacts.
Block
Add to Contacts
Report
C
15
0%",+1 (818) 570-0699,Phone Number,"05/27/2022, 19:21:40","Hi Jim, I need a lot of precious metal raw materials for the project at hand recently, can you give me a price list?",,,,,,,,,,,,,Other,,,,
70,"r
+1 (809) 383-4474
Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.
Tap to learn more.
Fri, Apr 22
Dear. You are invited to join the
""Bitcoin"" analysis group and join in
the investment plan and earn
500-5K usd a day. Reply ""1"" and
long press the link to join.
https://chat.whatsapp.com/
DzeAqjxgNbi6S4cuCFchXN
HU%.
This sender is not in your contacts.
Block
6:14 AM
Add to Contacts
Report
#%",+1 (809) 383-4474,Phone Number,"05/27/2022, 19:27:29","Dear. You are invited to join the ""Bitcoin"" analysis group and join in the investment plan and earn 500-5K usd a day. Reply ""1"" and long press the link to join. https://chat.whatsapp.com/DzeAqjxgNbi6S4cuCFchXN",https://chat.whatsapp.com/DzeAqjxgNbi6S4cuCFchXN,chat,whatsapp,com,,0,0,0,0,0,Whatsapp,,Finance/Crypto,chat.whatsapp.com,"RegistrarSafe, LLC",9/4/2008,
71,"Verizon
< 1
00
HO
12:09 PM
+1 (541) 933-5630
tap here to add to contacts
+
Today
Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.
Tap to learn more.
Hi, Lucy. I'm Aisha. Do you
remember me? Last time we met at
an auction in Northern California.
1 UNREAD MESSAGE
12:06 PM
Hi
(09:28)
14% 0",+1 (541) 933-5630,Phone Number,"05/28/2022, 19:10:45","Hi, Lucy. I'm Aisha. Do you remember me? Last time we met at an auction in Northern California.",,,,,,,,,,,,,Other,,,,
72,"16:45
<+16292514232
Add to contacts
MMS 11:47
Dale We are still in the market to buy
your 2022 Buena Village Dr HOME.
Our new OFFER value has increased!
We can CLOSE in less than a week
and you won't have any REALTOR
fees. Please review 5dexqo.com/
82a103
|||
+
Saturday, May 28, 2022
Block number
|
Q:
·11/1.",16292514232,Phone Number,"05/29/2022, 23:47:48",Dale We are still in the market to buy your 2022 Buena Village Dr HOME. Our new OFFER value has increased! We can CLOSE in less than a week and you won't have any REALTOR fees. Please review 5dexqo.com/82a103 ,5dexqo.com/82a103,,5dexqo,com,,0,0,0,0,0,,Random Domain,Advertisement,5dexqo.com,"NameCheap, Inc.",5/25/2022,5/25/2022
73,"? (445) 205-7741
?
12:54
Texting with (445) 205-7741 (SMS/MMS)
??a:
[U.S. Postal Service] We're
sorry to let you know that your
package could not be delivered. To
reschedule a delivery please visit
https://bit.ly/3NR5x9f
Preview not available
6 min",(445) 205-7741,Phone Number,"05/30/2022, 00:10:46",[U.S. Postal Service] We're sorry to let you know that your package could not be delivered. To reschedule a delivery please visit https://bit.ly/3NR5x9f Preview not available ,https://bit.ly/3NR5x9f,,bit,ly,https://us.awaiting.host/,4,1,3,0,0,U.S. Postal Service,Random Domain,Delivery,us.awaiting.host,"Hostinger, UAB",4/4/2022,4/4/2022
74,"Dear. You are invited to join the """"Bitc0in"""" analysis group and join in the investment plan and earn 500-5K usd a day. ðŸ‘‡ðŸ‘‡ðŸ‘‡Please click the """"Link"""" below to joinðŸ‘‡ðŸ‘‡ðŸ‘‡\nhttps://chat.whatsapp.com/F6Wo68CcSRq88C9LSdsGcN",,,"05/30/2022, 14:13:14","Dear. You are invited to join the """"Bitc0in"""" analysis group and join in the investment plan and earn 500-5K usd a day. ðŸ‘‡ðŸ‘‡ðŸ‘‡Please click the """"Link"""" below to joinðŸ‘‡ðŸ‘‡ðŸ‘‡\nhttps://chat.whatsapp.com/F6Wo68CcSRq88C9LSdsGcN",https://chat.whatsapp.com/F6Wo68CcSRq88C9LSdsGcN,chat,whatsapp,com,,0,0,0,0,0,Bitcoin,,Advertisement,chat.whatsapp.com,"RegistrarSafe, LLC",9/4/2008,
75,"Mail.
<
HO
7:57 AM
+1 (252) 631-6248
tap here to add to contacts
+
Is this Vince's number, please?
6:25 PM
Friday
? Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.
Tap to learn more.
1 UNREAD MESSAGE
This sender is not in your contacts.
Block
Add to Contacts
000 ?
Report
100%
Hi
(09:28)",+1 (252) 631-6248,Phone Number,"05/30/2022, 15:00:13","Is this Vince's number, please?",,,,,,,,,,,Vince,,Wrong Number/Romance Scam,,,,
76,"<
monthly-subscription9009@f05g.com >
Text Message
Today 5:15 AM
From: NETFLIX
Msg: NETFLIX monthly
payment Unsuccesful
and Your account is temporary
Locked.
See The Complete Details In
The Attachment Below.
pdf
Subscription-failed56756...
Additional media content is
included. Please check the
message in detail",monthly-subscription9009@f05g.com,Email To Text,"06/05/2022, 14:59:13",From: NETFLIX Msg: NETFLIX monthly payment Unsuccesful and Your account is temporary Locked. See The Complete Details In The Attachment Below. Subscription-failed56756... Additional media content is included. Please check the message in detail,,,,,,,,,,,Netflix,,Account Alert,,,,
79,"<
'O
+1 (816) 629-6188 >
Are you Mr. Freddy? I'm Alice
and I'm not sure if the number
is correct
A
Å
Text Message
Today 9:48 PM
Text Message
Pay
?",+1 (816) 629-6188,Phone Number,"06/27/2022, 04:50:58",Are you Mr. Freddy? I'm Alice and I'm not sure if the number is correct,,,,,,,,,,,,,Wrong Number/Romance Scam,,,,
80,"8:40 Inv M
<+13479660158
Add to contacts
/page/IkvuZSZq2z1lj/
o
click the link to Upgrade Your Wells Fargo
Account web:https://express.adobe.com
|||
Tuesday, July 5, 2022
??
i
U
Q
ca:
Block number
8:13 AM",13479660158,Phone Number,"07/05/2022, 12:41:23",click the link to Upgrade Your Wells Fargo Account web:https://express.adobe.com/page/IkvuZSZq2z1lj/,https://express.adobe.com/page/IkvuZSZq2z1lj/,express,adobe,com,,0,0,0,0,0,Wells Fargo,Deceptive subdomain,Advertisement,express.adobe.com,NOM-IQ Ltd dba Com Laude,11/17/1986,
82,"r
+1 (805) 518-2454 >
O
Text Message
Today 7:45 PM
REGIONSBANK - Our team
locked your debit on July 15th.
Please visit: Regions-
PROTECT.com to unlock it.
Reply STOP to OPT OUT
A Text Message",+1 (805) 518-2454,Phone Number,"07/16/2022, 03:24:44",REGIONSBANK - Our team locked your debit on July 15th. Please visit: Regions-PROTECT.com to unlock it. Reply STOP to OPT OUT,Regions-PROTECT.com,,regions-protect,com,,2,1,1,0,0,Regions Bank,Deceptive TLD,Account Alert,regions-protect.com,"NameSilo, LLC",7/15/2022,7/16/2022
83,"<
O'
+1 (347) 805-7315 >
Dear 02055666420friend,
Bitcoin Trading Study Group :
https://rebrand.ly/v7qj08h
A
Text Message
Yesterday 7:04 AM
Text Message
?",+1 (347) 805-7315,Phone Number,"07/23/2022, 09:20:58","Dear 02055666420friend, Bitcoin Trading Study Group : https://rebrand.ly/v7qj08h ",https://rebrand.ly/v7qj08h,,rebrand,ly,https://chat.whatsapp.com/GAwFlXOetjMCwsG78mM0q6?_fb_noscript=1,1,0,1,0,0,,URL Shortener,Advertisement,chat.whatsapp.com,"RegistrarSafe, LLC",9/4/2008,
84,"+1 (978) 943-6780 >
Text Message
Today 6:24 AM
(1) U have usdt
(2) How can u invest and
register
(3) How can u participate
Send me a message by
https://wa.me/+639162024192",+1 (978) 943-6780,Phone Number,"08/04/2022, 13:27:55",(1) U have usdt (2) How can u invest and register (3) How can u participate Send me a message by https://wa.me/+639162024192,https://wa.me/+639162024192,,wa,me,,0,0,0,0,0,Whatsapp,,Finance/Crypto,wa.me,"RegistrarSafe, LLC",7/24/2009,
85,"22:54
<+19164124369
Add to contacts
MMS 13:12
Dale SAFEDRIVERALERT:
It looks like you were over
charged on yourAutOPOlicy.
It's not too late to-apply
SAFEDRIVERDISCOUNTPERKS and
getREIMBURSED. kzrp1h.com/
bff4948af7
|||
Thursday, August 4, 2022
+
Q
Block number
Q :
·11/1.",19164124369,Phone Number,"08/09/2022, 05:56:31",Dale SAFEDRIVERALERT: It looks like you were over charged on yourAutOPOlicy. It's not too late to-apply SAFEDRIVERDISCOUNTPERKS and getREIMBURSED. kzrp1h.com/bff4948af7 ,kzrp1h.com/bff4948af7 ,,kzrp1h,com,,0,0,0,0,0,,Random Domain,Advertisement,kzrp1h.com,"NameCheap, Inc.",8/3/2022,8/3/2022
86,"8:32
MEE
amazon-lpmjg-v9wx72q2@piasi.o...
8:29 PM, Aug 8
Unusual Activity
: We've suspend your Amazon account due to
unusual activity.
Login attempt blocked from :
Mozilla Firefox 8.7
[168.254.81.174 - Turkey]
Our system has suspend your Amazon
account for security reasons.
To unlock your Amazon account, please verify
with link below:
http://www.xprswebsite.com/free/userf111
/redirf111/?=5826865
NO 50%
You need to take action within 2 days before
account
will be suspended.
Regards,
Amazon Teams
Copy text
|||
Share
O
More
<",amazon-lpmjg-v9wx72q2@piasi.o…,Email To Text,"08/09/2022, 06:00:30","Unusual Activity : We've suspend your Amazon account due to unusual activity. Login attempt blocked from : Mozilla Firefox 8.7 [168.254.81.174 - Turkey] Our system has suspend your Amazon account for security reasons. To unlock your Amazon account, please verify with link below: http://www.xprswebsite.com/free/userf111/redirf111/?=5826865 You need to take action within 2 days before account will be suspended. Regards, Amazon Teams",http://www.xprswebsite.com/free/userf111/redirf111/?=5826865,www,xprswebsite,com,,3,0,3,0,0,Amazon,Random Domain,Account Alert,www.xprswebsite.com,"Name.com, Inc.",12/28/2016,12/28/2021
87,"2
3:15 1
O
A
[Postal Service] - Due to
address is incorrect. The
package cannot be
delivered, please follow the
link to update the correct
address. https://
upspups.com
A
8
+1 (626)
Text Message
Today 3:08 PM
Text Message
Cash
il 5G
5G
?",+1 (626),,"08/09/2022, 06:03:36","[Postal Service] - Due to address is incorrect. The package cannot be delivered, please follow the link to update the correct address. https://upspups.com",https://upspups.com,,upspups,com,https://upspups.com/404.html,8,3,4,0,1,UPS,Random Domain,Delivery,upspups.com,ALIBABA.COM,8/8/2022,8/8/2022
88,"7:27 1
<
es.com
ALERT: Your Bank of
America Prepaid EDD Debit
Card has been blocked due
to unusual activity. To
reactivate your Bank of
America Prepaid EDD Debit
Card kindly visit us at
http//:boaeddprepaidservic
O
•
+1 (442) 224-4192 >
A
Text Message
Today 2:08 PM
Text Message
A Cash
il
D
?
P",+1 (442) 224-4192,Phone Number,"08/10/2022, 00:15:09",ALERT: Your Bank of America Prepaid EDD Debit Card has been blocked due to unusual activity. To reactivate your Bank of America Prepaid EDD Debit Card kindly visit us at http//:boaeddprepaidservices.com,boaeddprepaidservices.com,,boaeddprepaidservices,com,http://eddprotectioncu.ddns.net/,1,0,1,0,0,Bank of America,Deceptive subdomain,Account Alert,boaeddprepaidservices.com,,,
89,"< +1
Add to contacts
Tuesday, August 9, 2022
a
Block number
Wells Fargo ALRT:
Account locked due to unusual activity. You will still be able
to deposit funds into your Wells Fargo account(s). Visit link
to remove hold: https://wfveri-info.com
...
2:33 PM",,,"08/10/2022, 00:20:15",Wells Fargo ALRT: Account locked due to unusual activity. You will still be able to deposit funds into your Wells Fargo account(s). Visit link to remove hold: https://wfveri-info.com,https://wfveri-info.com,,wfveri-info,com,,9,2,7,0,0,Wells Fargo,Deceptive TLD,Account Alert,wfveri-info.com,Porkbun LLC,8/9/2022,8/9/2022
90,"q
CITIZENSBANK- A charge of $472.20 is on
hold. Reply YES to process. Not you? Visit
citizens-security01.com before August 11
Reply Opt-out to pause Alerts.
A
123
(:
A *Pay
Text Message
Today 11:25 AM
Text Message
W e r
t y u
asdfghjki
N
X ?
V
i
space
?
O ?
b n m X
return",,,"08/10/2022, 00:23:51",CITIZENSBANK- A charge of $472.20 is on hold. Reply YES to process. Not you? Visit citizens-security01.com before August 11 Reply Opt-out to pause Alerts.,citizens-security01.com,,citizens-security01,com,https://citizens-security01.com/dfsajsk.php?token=yAdUegFfZLbN6eJpouoPmZdiM&step=1&a_failed=1,2,1,1,0,0,Citizens Bank,Random Domain,Account Alert,citizens-security01.com,"Namesilo, LLC",8/7/2022,8/8/2022
91,"<
+1 (615) 839-5861 >
DFzOyZtj
Text Message
Today 10:21 PM
CVS offers more than simply
fantastic prices. You have a lot
of opportunities today to
receive up to $100. http://
prettyplump.directory/",+1 (615) 839-5861,Phone Number,"08/12/2022, 05:29:25",CVS offers more than simply fantastic prices. You have a lot of opportunities today to receive up to $100. http://prettyplump.directory/DFzOyZtj,http://prettyplump.directory/DFzOyZtj,,prettyplump,directory,,0,0,0,0,0,CVS,Random Domain,Advertisement,prettyplump.directory,"NameCheap, Inc.",8/12/2022,8/12/2022
92,"<
1:56 7
CHASE BANK ALERT: We detected
an unusual attempt at 30 mall Dr unit
OBO4 Jersey City, NJ 07310 if this
was not you please use the secured
link to verify your identity and secure
your account: https://secur06-
O°
:
+1 (614) 967-3533 >
chase-verify.my03.com/?Verify
A
Text Message
Today 1:34 PM
Å Cash
Text Message
-
D
?
?",+1 (614) 967-3533,Phone Number,"08/21/2022, 17:58:30","CHASE BANK ALERT: We detected an unusual attempt at 30 mall Dr unit OBO4 Jersey City, NJ 07310 if this was not you please use the secured link to verify your identity and secure your account: https://secur06-chase-verify.my03.com/?Verify",https://secur06-chase-verify.my03.com/?Verify,secur06-chase-verify,my03,com,,5,4,1,0,0,CHASE,Deceptive subdomain,Account Alert,secur06-chase-verify.my03.com,PDR Ltd. d/b/a PublicDomainRegistry.com,3/21/2001,1/14/2023
93,"<
1:56 7
secure.
WF Fraud Alerts: We noticed unusual
activities on your account. Please
confirm the activities at
WellsfargoVerify.com/act to make it
O° A
!
+1 (808) 743-4446 >
Text Message
Tuesday 9:40 AM
Å Cash
Text Message
-
D
?
?",+1 (808) 743-4446,Phone Number,"08/21/2022, 17:59:50",WF Fraud Alerts: We noticed unusual activities on your account. Please confirm the activities at WellsfargoVerify.com/act to make it secure.,WellsfargoVerify.com/act,,wellsfargoverify,com,,5,2,3,0,0,Wells Fargo,Deceptive TLD,Account Alert,wellsfargoverify.com,PDR Ltd. d/b/a PublicDomainRegistry.com,12/24/2021,12/24/2021
94,"16:28
<+12244188586
Add to contacts
|||
USPService: We could not
ship your package for address
issue. Your need to confirm your
address to ensure the delivery.
https://s.id/1fXBI
+
Block number
Friday, September 2, 2022
Q :
12:51
·11/1.",12244188586,Phone Number,"09/02/2022, 23:29:37",USPService: We could not ship your package for address issue. Your need to confirm your address to ensure the delivery. https://s.id/1fXBI,https://s.id/1fXBI,,s,id,https://home.s.id/forbidden,6,1,0,0,5,,Random Domain,Delivery,home.s.id,PANDI Registrar,8/14/2013,12/3/2021
